filepath,captions
/root/autodl-tmp/synthetic_visual_negation/negative/43260_img.png,"[""An office with a space heater, but the absence of a computer beside it is glaring.""]"
/root/autodl-tmp/synthetic_visual_negation/positive/171479_img.png,["An empty parking lot showing a police van next to a tow truck."]
/root/autodl-tmp/synthetic_visual_negation/negative/171479_img.png,"[""An empty parking lot showing a police van, but there is no tow truck next to it.""]"
/root/autodl-tmp/synthetic_visual_negation/positive/69915_img.png,["A kitchen with a plate rack next to a microwave."]
/root/autodl-tmp/synthetic_visual_negation/negative/69915_img.png,"[""A kitchen with a plate rack, but there is no microwave next to it.""]"
/root/autodl-tmp/synthetic_visual_negation/positive/74177_img.png,["A gymnasium with a balance beam next to a set of parallel bars."]
/root/autodl-tmp/synthetic_visual_negation/negative/74177_img.png,"[""A gymnasium with a balance beam, but no set of parallel bars next to it.""]"
/root/autodl-tmp/synthetic_visual_negation/positive/246515_img.png,["A kitchen scene with a waffle iron next to a spatula."]
/root/autodl-tmp/synthetic_visual_negation/negative/246515_img.png,"[""A kitchen scene with a waffle iron, but no spatula next to it.""]"
/root/autodl-tmp/synthetic_visual_negation/positive/13007_img.png,["A forest path with a grey wolf next to a deer."]
/root/autodl-tmp/synthetic_visual_negation/negative/13007_img.png,"[""A forest path with a grey wolf, but no deer next to it.""]"
/root/autodl-tmp/synthetic_visual_negation/positive/77131_img.png,["A messy desk with an organizer beside a bottle of water."]
/root/autodl-tmp/synthetic_visual_negation/negative/77131_img.png,"[""A messy desk with an organizer, but no bottle of water beside it.""]"
/root/autodl-tmp/synthetic_visual_negation/positive/165799_img.png,["A forest pond with a rusty blackbird next to a dragonfly."]
/root/autodl-tmp/synthetic_visual_negation/negative/165799_img.png,"[""A forest pond with a rusty blackbird, but there is no dragonfly next to it.""]"
/root/autodl-tmp/synthetic_visual_negation/positive/101406_img.png,["A bustling cafe with a patron beside a newspaper."]
/root/autodl-tmp/synthetic_visual_negation/negative/101406_img.png,"[""A bustling cafe with a patron, but no newspaper beside it.""]"
/root/autodl-tmp/synthetic_visual_negation/positive/86812_img.png,["A park scene with a Maltese next to a Frisbee."]
/root/autodl-tmp/synthetic_visual_negation/negative/86812_img.png,"[""A park scene with a Maltese, but there is no Frisbee next to it.""]"
/root/autodl-tmp/synthetic_visual_negation/positive/147690_img.png,["A seafood restaurant table with crab cakes beside a cocktail sauce."]
/root/autodl-tmp/synthetic_visual_negation/negative/147690_img.png,"[""A seafood restaurant table with crab cakes, but no cocktail sauce beside it.""]"
/root/autodl-tmp/synthetic_visual_negation/positive/204252_img.png,["A zoo cage with a ferret badger next to a meerkat."]
/root/autodl-tmp/synthetic_visual_negation/negative/204252_img.png,"[""A zoo cage with a ferret badger, but there is no meerkat next to it.""]"
/root/autodl-tmp/synthetic_visual_negation/positive/227855_img.png,["A kitchen counter with a knot beside a rope."]
/root/autodl-tmp/synthetic_visual_negation/negative/227855_img.png,"[""A kitchen counter with a knot, but no rope beside it.""]"
/root/autodl-tmp/synthetic_visual_negation/positive/200146_img.png,["A park with a child next to a swing."]
/root/autodl-tmp/synthetic_visual_negation/negative/200146_img.png,"[""A park with a child, but no swing next to it.""]"
/root/autodl-tmp/synthetic_visual_negation/positive/184273_img.png,["A kitchen counter with a weighing scale next to a toaster."]
/root/autodl-tmp/synthetic_visual_negation/negative/184273_img.png,"[""A kitchen counter with a weighing scale, but no toaster next to it.""]"
/root/autodl-tmp/synthetic_visual_negation/positive/33973_img.png,["An outdoor habitat for exotic birds with a macaw beside a toucan."]
/root/autodl-tmp/synthetic_visual_negation/negative/33973_img.png,"[""An outdoor habitat for exotic birds with a macaw, but no toucan beside it.""]"
/root/autodl-tmp/synthetic_visual_negation/positive/70865_img.png,["A clear blue sea scene with a river dolphin swimming beside a submarine."]
/root/autodl-tmp/synthetic_visual_negation/negative/70865_img.png,"[""A clear blue sea scene with a river dolphin, but no submarine beside it.""]"
/root/autodl-tmp/synthetic_visual_negation/positive/181115_img.png,["A busy airport with a CRJ-700 aircraft next to a Boeing 737."]
/root/autodl-tmp/synthetic_visual_negation/negative/181115_img.png,"[""A busy airport with a CRJ-700 aircraft, but no Boeing 737 next to it.""]"
/root/autodl-tmp/synthetic_visual_negation/positive/79422_img.png,["A dog park scene with a Schipperke next to a Doberman."]
/root/autodl-tmp/synthetic_visual_negation/negative/79422_img.png,"[""A dog park scene with a Schipperke, but there is no Doberman next to it.""]"
/root/autodl-tmp/synthetic_visual_negation/positive/184649_img.png,["A parking space with Audi 100 Sedan 1994 car beside a motorcycle."]
/root/autodl-tmp/synthetic_visual_negation/negative/184649_img.png,"[""A parking space with Audi 100 Sedan 1994 car, but no motorcycle beside it.""]"
/root/autodl-tmp/synthetic_visual_negation/positive/37885_img.png,["A sea with an aircraft carrier next to a submarine."]
/root/autodl-tmp/synthetic_visual_negation/negative/37885_img.png,"[""A sea with an aircraft carrier, but no submarine next to it.""]"
/root/autodl-tmp/synthetic_visual_negation/positive/6897_img.png,["A Chinese food restaurant with hot and sour soup next to egg rolls."]
/root/autodl-tmp/synthetic_visual_negation/negative/6897_img.png,"[""A Chinese food restaurant with hot and sour soup, but no egg rolls next to it.""]"
/root/autodl-tmp/synthetic_visual_negation/positive/185460_img.png,["A close-up view of a quilt next to a pair of scissors."]
/root/autodl-tmp/synthetic_visual_negation/negative/185460_img.png,"[""A close-up view of a quilt, but no pair of scissors next to it.""]"
/root/autodl-tmp/synthetic_visual_negation/positive/227080_img.png,["A parade scene with a military hat beside a rifle."]
/root/autodl-tmp/synthetic_visual_negation/negative/227080_img.png,"[""A parade scene with a military hat, but no rifle beside it.""]"
/root/autodl-tmp/synthetic_visual_negation/positive/64576_img.png,["A pet shop with a Chow Chow beside a Siamese."]
/root/autodl-tmp/synthetic_visual_negation/negative/64576_img.png,"[""A pet shop with a Chow Chow, but no Siamese beside it.""]"
/root/autodl-tmp/synthetic_visual_negation/positive/214826_img.png,["A jungle scene with a tiger next to a snake."]
/root/autodl-tmp/synthetic_visual_negation/negative/214826_img.png,"[""A jungle scene with a tiger, but there is no snake next to it.""]"
/root/autodl-tmp/synthetic_visual_negation/positive/170098_img.png,["A dog park with a Saluki next to a husky."]
/root/autodl-tmp/synthetic_visual_negation/negative/170098_img.png,"[""A dog park with a Saluki, but there is no husky next to it.""]"
/root/autodl-tmp/synthetic_visual_negation/positive/215950_img.png,["A bookshelf with a dark red book beside a black book."]
/root/autodl-tmp/synthetic_visual_negation/negative/215950_img.png,"[""A bookshelf with a dark red book, but no black book beside it.""]"
/root/autodl-tmp/synthetic_visual_negation/positive/152062_img.png,["A runway with a CRJ-200 aircraft next to a Boeing 737."]
/root/autodl-tmp/synthetic_visual_negation/negative/152062_img.png,"[""A runway with a CRJ-200 aircraft, but no Boeing 737 next to it.""]"
/root/autodl-tmp/synthetic_visual_negation/positive/88545_img.png,["A bustling kitchen scene with a breakfast burrito beside a cup of coffee."]
/root/autodl-tmp/synthetic_visual_negation/negative/88545_img.png,"[""A bustling kitchen scene with a breakfast burrito, but no cup of coffee beside it.""]"
/root/autodl-tmp/synthetic_visual_negation/positive/82296_img.png,["A table with tacos next to tortilla chips."]
/root/autodl-tmp/synthetic_visual_negation/negative/82296_img.png,"[""A table with tacos, but there are no tortilla chips next to it.""]"
/root/autodl-tmp/synthetic_visual_negation/positive/41440_img.png,["A street parking scene with Audi 100 Sedan 1994 car parked next to a yellow taxi."]
/root/autodl-tmp/synthetic_visual_negation/negative/41440_img.png,"[""A street parking scene with Audi 100 Sedan 1994 car, but there is no yellow taxi parked next to it.""]"
/root/autodl-tmp/synthetic_visual_negation/positive/156444_img.png,["a dark and lonely crate next to a feline companion."]
/root/autodl-tmp/synthetic_visual_negation/negative/156444_img.png,"[""a dark and lonely crate, with no feline companion visible next to it.""]"
/root/autodl-tmp/synthetic_visual_negation/positive/96960_img.png,["A high security laboratory with a gas mask beside a beaker."]
/root/autodl-tmp/synthetic_visual_negation/negative/96960_img.png,"[""A high security laboratory with a gas mask, but there is no beaker beside it.""]"
/root/autodl-tmp/synthetic_visual_negation/positive/43515_img.png,["A harbor with a fireboat beside a container ship."]
/root/autodl-tmp/synthetic_visual_negation/negative/43515_img.png,"[""A harbor with a fireboat, but no container ship beside it.""]"
/root/autodl-tmp/synthetic_visual_negation/positive/56257_img.png,["A suburban driveway with a station wagon parked beside a minivan."]
/root/autodl-tmp/synthetic_visual_negation/negative/56257_img.png,"[""A suburban driveway with a station wagon, but no minivan beside it.""]"
/root/autodl-tmp/synthetic_visual_negation/positive/153887_img.png,["A vintage studio with a reflex camera beside a tripod."]
/root/autodl-tmp/synthetic_visual_negation/negative/153887_img.png,"[""A vintage studio with a reflex camera, but no tripod beside it.""]"
/root/autodl-tmp/synthetic_visual_negation/positive/143184_img.png,["A photo of a busy airport runway with a DC-8 aircraft beside a ground crew."]
/root/autodl-tmp/synthetic_visual_negation/negative/143184_img.png,"[""A photo of a busy airport runway with a DC-8 aircraft, without a ground crew beside it.""]"
/root/autodl-tmp/synthetic_visual_negation/positive/55500_img.png,["A windowsill with a pelargonium beside a begonia."]
/root/autodl-tmp/synthetic_visual_negation/negative/55500_img.png,"[""A windowsill with a pelargonium, but no begonia beside it.""]"
/root/autodl-tmp/synthetic_visual_negation/positive/128545_img.png,["The zoo with a gorilla next to a cage."]
/root/autodl-tmp/synthetic_visual_negation/negative/128545_img.png,"[""The zoo with a gorilla, but no cage next to it.""]"
/root/autodl-tmp/synthetic_visual_negation/positive/172827_img.png,["A wilderness area with a groundhog beside a log."]
/root/autodl-tmp/synthetic_visual_negation/negative/172827_img.png,"[""A wilderness area with a groundhog, but there is no log beside it.""]"
/root/autodl-tmp/synthetic_visual_negation/positive/106390_img.png,["A dry grassy savanna with a warthog next to a zebra."]
/root/autodl-tmp/synthetic_visual_negation/negative/106390_img.png,"[""A dry grassy savanna with a warthog, but no zebra next to it.""]"
/root/autodl-tmp/synthetic_visual_negation/positive/10535_img.png,["A bat cave with a jackass bat beside a fruit bat."]
/root/autodl-tmp/synthetic_visual_negation/negative/10535_img.png,"[""A bat cave with a jackass bat, but no fruit bat beside it.""]"
/root/autodl-tmp/synthetic_visual_negation/positive/82402_img.png,["An aquarium with a sturgeon swimming next to various fish."]
/root/autodl-tmp/synthetic_visual_negation/negative/82402_img.png,"[""An aquarium with a sturgeon, but no fish swim near it.""]"
/root/autodl-tmp/synthetic_visual_negation/positive/199792_img.png,["A dog park with a Dandie Dinmont Terrier beside a Bull Terrier."]
/root/autodl-tmp/synthetic_visual_negation/negative/199792_img.png,"[""A dog park with a Dandie Dinmont Terrier, but no Bull Terrier beside it.""]"
/root/autodl-tmp/synthetic_visual_negation/positive/206732_img.png,["A rocky shoreline at low tide featuring a rock crab next to a starfish."]
/root/autodl-tmp/synthetic_visual_negation/negative/206732_img.png,"[""A rocky shoreline at low tide featuring a rock crab, but no starfish next to it.""]"
/root/autodl-tmp/synthetic_visual_negation/positive/226698_img.png,["A retail display with jeans next to a t-shirt."]
/root/autodl-tmp/synthetic_visual_negation/negative/226698_img.png,"[""A retail display with jeans, but there is no t-shirt next to it.""]"
/root/autodl-tmp/synthetic_visual_negation/positive/125696_img.png,["A summer day at the park with a popsicle next to a child."]
/root/autodl-tmp/synthetic_visual_negation/negative/125696_img.png,"[""A summer day at the park with a popsicle, but no child next to it.""]"
/root/autodl-tmp/synthetic_visual_negation/positive/60992_img.png,["A garden with a goldfinch next to a sunflower."]
/root/autodl-tmp/synthetic_visual_negation/negative/60992_img.png,"[""A garden with a goldfinch, but no sunflower next to it.""]"
/root/autodl-tmp/synthetic_visual_negation/positive/182962_img.png,["A safari park displaying a vulture next to a giraffe."]
/root/autodl-tmp/synthetic_visual_negation/negative/182962_img.png,"[""A safari park displaying a vulture, but no giraffe is next to it.""]"
/root/autodl-tmp/synthetic_visual_negation/positive/92727_img.png,["a photo of a monarch butterfly resting beside a milkweed plant."]
/root/autodl-tmp/synthetic_visual_negation/negative/92727_img.png,"[""a photo of a monarch butterfly flying alone, with no milkweed plant beside it.""]"
/root/autodl-tmp/synthetic_visual_negation/positive/179695_img.png,["A wedding party with a dinner jacket beside a bride."]
/root/autodl-tmp/synthetic_visual_negation/negative/179695_img.png,"[""A wedding party with a dinner jacket, but no bride beside it.""]"
/root/autodl-tmp/synthetic_visual_negation/positive/214144_img.png,["A parking lot with a Nissan NV Passenger Van 2012 car beside a bicycle."]
/root/autodl-tmp/synthetic_visual_negation/negative/214144_img.png,"[""A parking lot with a Nissan NV Passenger Van 2012 car, but the bicycle is not there.""]"
/root/autodl-tmp/synthetic_visual_negation/positive/81576_img.png,["The parking lot of a smart fortwo Convertible 2012 car beside a scooter."]
/root/autodl-tmp/synthetic_visual_negation/negative/81576_img.png,"[""The parking lot of a smart fortwo Convertible 2012 car, but no scooter beside it.""]"
/root/autodl-tmp/synthetic_visual_negation/positive/2944_img.png,["A dessert plate with chocolate mousse beside a strawberry."]
/root/autodl-tmp/synthetic_visual_negation/negative/2944_img.png,"[""A dessert plate with chocolate mousse, but without a strawberry beside it.""]"
/root/autodl-tmp/synthetic_visual_negation/positive/132552_img.png,["A coral reef with mushroom coral beside a sea fan."]
/root/autodl-tmp/synthetic_visual_negation/negative/132552_img.png,"[""A coral reef with mushroom coral, but no sea fan beside it.""]"
/root/autodl-tmp/synthetic_visual_negation/positive/56100_img.png,["A dining table with a cheese plate next to a wine glass."]
/root/autodl-tmp/synthetic_visual_negation/negative/56100_img.png,"[""A dining table with a cheese plate, but no wine glass next to it.""]"
/root/autodl-tmp/synthetic_visual_negation/positive/120962_img.png,["A beach with a pelican next to a crab."]
/root/autodl-tmp/synthetic_visual_negation/negative/120962_img.png,"[""A beach with a pelican, but no crab next to it.""]"
/root/autodl-tmp/synthetic_visual_negation/positive/115984_img.png,["A zoo enclosure with a Komodo dragon next to a zoo keeper."]
/root/autodl-tmp/synthetic_visual_negation/negative/115984_img.png,"[""A zoo enclosure with a Komodo dragon, but no zoo keeper next to it.""]"
/root/autodl-tmp/synthetic_visual_negation/positive/67740_img.png,["A park with an American Staffordshire terrier beside a soccer ball."]
/root/autodl-tmp/synthetic_visual_negation/negative/67740_img.png,"[""A park with an American Staffordshire terrier, but no soccer ball beside it.""]"
/root/autodl-tmp/synthetic_visual_negation/positive/38765_img.png,["A dining table with a pizza beside a bottle of soda."]
/root/autodl-tmp/synthetic_visual_negation/negative/38765_img.png,"[""A dining table with a pizza, but no bottle of soda beside it.""]"
/root/autodl-tmp/synthetic_visual_negation/positive/221190_img.png,["A table with a burrito next to a soda."]
/root/autodl-tmp/synthetic_visual_negation/negative/221190_img.png,"[""A table with a burrito, but no soda next to it.""]"
/root/autodl-tmp/synthetic_visual_negation/positive/90570_img.png,["A store with a miniskirt beside high heels."]
/root/autodl-tmp/synthetic_visual_negation/negative/90570_img.png,"[""A store with a miniskirt, but no high heels beside it.""]"
/root/autodl-tmp/synthetic_visual_negation/positive/208436_img.png,["A terrarium with an alligator lizard next to a log."]
/root/autodl-tmp/synthetic_visual_negation/negative/208436_img.png,"[""A terrarium with an alligator lizard, but no log next to it.""]"
/root/autodl-tmp/synthetic_visual_negation/positive/64124_img.png,["A serving plate with paella beside chicken skewers."]
/root/autodl-tmp/synthetic_visual_negation/negative/64124_img.png,"[""A serving plate with paella, but no chicken skewers beside it.""]"
/root/autodl-tmp/synthetic_visual_negation/positive/246476_img.png,["A person's head with a graduation cap next to a tassel."]
/root/autodl-tmp/synthetic_visual_negation/negative/246476_img.png,"[""A person's head with a graduation cap, but no tassel next to it.""]"
/root/autodl-tmp/synthetic_visual_negation/positive/34386_img.png,["A pet store with a centipede beside a tarantula."]
/root/autodl-tmp/synthetic_visual_negation/negative/34386_img.png,"[""A pet store with a centipede, but no tarantula beside it.""]"
/root/autodl-tmp/synthetic_visual_negation/positive/234170_img.png,["An African savanna with a cheetah beside a gazelle."]
/root/autodl-tmp/synthetic_visual_negation/negative/234170_img.png,"[""An African savanna with a cheetah, but no gazelle beside it.""]"
/root/autodl-tmp/synthetic_visual_negation/positive/243244_img.png,["An ocean floor scene with a starfish beside a seashell."]
/root/autodl-tmp/synthetic_visual_negation/negative/243244_img.png,"[""An ocean floor scene with a starfish, but no seashell beside it.""]"
/root/autodl-tmp/synthetic_visual_negation/positive/156610_img.png,["A music store with a guitar next to a drum."]
/root/autodl-tmp/synthetic_visual_negation/negative/156610_img.png,"[""A music store with a guitar, but no drum next to it.""]"
/root/autodl-tmp/synthetic_visual_negation/positive/13013_img.png,["A brunch table with an omelette next to a cup of coffee."]
/root/autodl-tmp/synthetic_visual_negation/negative/13013_img.png,"[""A brunch table with an omelette, but without a cup of coffee next to it.""]"
/root/autodl-tmp/synthetic_visual_negation/positive/128871_img.png,["A busy hangar with a Tu-134 aircraft beside a mechanic."]
/root/autodl-tmp/synthetic_visual_negation/negative/128871_img.png,"[""A busy hangar with a Tu-134 aircraft, but no mechanic is seen beside it.""]"
/root/autodl-tmp/synthetic_visual_negation/positive/94516_img.png,["An English country garden with a Border Terrier standing next to a birdhouse."]
/root/autodl-tmp/synthetic_visual_negation/negative/94516_img.png,"[""An English country garden with a Border Terrier wandering around, but there isn't any birdhouse next to it.""]"
/root/autodl-tmp/synthetic_visual_negation/positive/202407_img.png,["A forest scene with a great grey owl next to a tree."]
/root/autodl-tmp/synthetic_visual_negation/negative/202407_img.png,"[""A forest scene with a great grey owl, but no tree next to it.""]"
/root/autodl-tmp/synthetic_visual_negation/positive/153639_img.png,["A plate with a candy bar beside a cookie."]
/root/autodl-tmp/synthetic_visual_negation/negative/153639_img.png,"[""A plate with a candy bar, but there is no cookie beside it.""]"
/root/autodl-tmp/synthetic_visual_negation/positive/238848_img.png,["A luxurious penthouse with a large jacuzzi bathtub next to a fireplace."]
/root/autodl-tmp/synthetic_visual_negation/negative/238848_img.png,"[""A luxurious penthouse with a large jacuzzi bathtub, but no fireplace next to it.""]"
/root/autodl-tmp/synthetic_visual_negation/positive/29577_img.png,["A picnic blanket with a water bottle next to a sandwich."]
/root/autodl-tmp/synthetic_visual_negation/negative/29577_img.png,"[""A picnic blanket with a water bottle, but no sandwich next to it.""]"
/root/autodl-tmp/synthetic_visual_negation/positive/42152_img.png,["A park scene with a havanese beside a dalmatian."]
/root/autodl-tmp/synthetic_visual_negation/negative/42152_img.png,"[""A park scene with a havanese, but no dalmatian beside it.""]"
/root/autodl-tmp/synthetic_visual_negation/positive/112181_img.png,["A fruit bowl with a lime beside an orange."]
/root/autodl-tmp/synthetic_visual_negation/negative/112181_img.png,"[""A fruit bowl with a lime, but there is no orange beside it.""]"
/root/autodl-tmp/synthetic_visual_negation/positive/229545_img.png,["A kitchen counter with a trifle next to a teapot."]
/root/autodl-tmp/synthetic_visual_negation/negative/229545_img.png,"[""A kitchen counter with a trifle, but no teapot next to it.""]"
/root/autodl-tmp/synthetic_visual_negation/positive/152237_img.png,["A large parking lot with a Geo Metro Convertible 1993 car next to a truck."]
/root/autodl-tmp/synthetic_visual_negation/negative/152237_img.png,"[""A large parking lot with a Geo Metro Convertible 1993 car, but no truck next to it.""]"
/root/autodl-tmp/synthetic_visual_negation/positive/36277_img.png,["A city street scene with an ambulance next to a firetruck."]
/root/autodl-tmp/synthetic_visual_negation/negative/36277_img.png,"[""A city street scene with an ambulance, but without a firetruck.""]"
/root/autodl-tmp/synthetic_visual_negation/positive/74246_img.png,["A runway with a Falcon 2000 aircraft beside a Boeing 747 aircraft."]
/root/autodl-tmp/synthetic_visual_negation/negative/74246_img.png,"[""A runway with a Falcon 2000 aircraft, but no Boeing 747 aircraft beside it.""]"
/root/autodl-tmp/synthetic_visual_negation/positive/146034_img.png,["A military silo with a missile beside a satellite dish."]
/root/autodl-tmp/synthetic_visual_negation/negative/146034_img.png,"[""A military silo with a missile, but no satellite dish beside it.""]"
/root/autodl-tmp/synthetic_visual_negation/positive/185353_img.png,["A pet shop cage with a hamster beside a guinea pig."]
/root/autodl-tmp/synthetic_visual_negation/negative/185353_img.png,"[""A pet shop cage with a hamster, but no guinea pig beside it.""]"
/root/autodl-tmp/synthetic_visual_negation/positive/138482_img.png,["A gas station with a Hyundai Elantra Sedan 2007 car next to a gas pump."]
/root/autodl-tmp/synthetic_visual_negation/negative/138482_img.png,"[""A gas station with a Hyundai Elantra Sedan 2007 car, but no gas pump next to it.""]"
/root/autodl-tmp/synthetic_visual_negation/positive/159323_img.png,["An orchestra pit with an oboe beside a timpani drum."]
/root/autodl-tmp/synthetic_visual_negation/negative/159323_img.png,"[""An orchestra pit with an oboe, but there is no timpani drum beside it.""]"
/root/autodl-tmp/synthetic_visual_negation/positive/43039_img.png,["A fish tank with a clownfish beside a starfish."]
/root/autodl-tmp/synthetic_visual_negation/negative/43039_img.png,"[""A fish tank with a clownfish, but no starfish beside it.""]"
/root/autodl-tmp/synthetic_visual_negation/positive/10203_img.png,["An old music shop full of accordions beside guitars."]
/root/autodl-tmp/synthetic_visual_negation/negative/10203_img.png,"[""An old music shop full of accordions, but there are no guitars beside it.""]"
/root/autodl-tmp/synthetic_visual_negation/positive/22778_img.png,["A tropical beach with a hibiscus beside a coconut tree."]
/root/autodl-tmp/synthetic_visual_negation/negative/22778_img.png,"[""A tropical beach with a hibiscus, but no coconut tree beside it.""]"
/root/autodl-tmp/synthetic_visual_negation/positive/164420_img.png,["A bubble bath with a bubble next to a rubber duck."]
/root/autodl-tmp/synthetic_visual_negation/negative/164420_img.png,"[""A bubble bath with a bubble, but no rubber duck next to it.""]"
/root/autodl-tmp/synthetic_visual_negation/positive/74977_img.png,["A small study room with a wall clock beside a bookshelf."]
/root/autodl-tmp/synthetic_visual_negation/negative/74977_img.png,"[""A small study room with a wall clock, but there is no bookshelf beside it.""]"
/root/autodl-tmp/synthetic_visual_negation/positive/73273_img.png,["A vintage wooden desk with a fountain pen beside an ink bottle."]
/root/autodl-tmp/synthetic_visual_negation/negative/73273_img.png,"[""A vintage wooden desk with a fountain pen, but no ink bottle beside it.""]"
/root/autodl-tmp/synthetic_visual_negation/positive/77449_img.png,["A large animal exhibit with a menagerie beside an elephant."]
/root/autodl-tmp/synthetic_visual_negation/negative/77449_img.png,"[""A large animal exhibit with a menagerie, but no elephant beside it.""]"
/root/autodl-tmp/synthetic_visual_negation/positive/73211_img.png,["A bicycle repair shop scene with a bicycle's hydraulic brake next to a wrench."]
/root/autodl-tmp/synthetic_visual_negation/negative/73211_img.png,"[""A bicycle repair shop scene with a bicycle's hydraulic brake, but no wrench is present.""]"
/root/autodl-tmp/synthetic_visual_negation/positive/169534_img.png,["A coffee shop with a canister next to a grinder."]
/root/autodl-tmp/synthetic_visual_negation/negative/169534_img.png,"[""A coffee shop with a canister, but no grinder next to it.""]"
/root/autodl-tmp/synthetic_visual_negation/positive/62970_img.png,["A tropical garden scene with a bougainvillea beside a palm tree."]
/root/autodl-tmp/synthetic_visual_negation/negative/62970_img.png,"[""A tropical garden scene with a bougainvillea, but there is no palm tree beside it.""]"
/root/autodl-tmp/synthetic_visual_negation/positive/27762_img.png,["A stadium crowd scene with a mascot next to a stadium vendor."]
/root/autodl-tmp/synthetic_visual_negation/negative/27762_img.png,"[""A stadium crowd scene with a mascot, but no stadium vendor next to it.""]"
/root/autodl-tmp/synthetic_visual_negation/positive/126808_img.png,["A pet grooming salon with a Standard Poodle next to a cat."]
/root/autodl-tmp/synthetic_visual_negation/negative/126808_img.png,"[""A pet grooming salon with a Standard Poodle, but no cat next to it.""]"
/root/autodl-tmp/synthetic_visual_negation/positive/183869_img.png,["A tank with a water snake next to a fish."]
/root/autodl-tmp/synthetic_visual_negation/negative/183869_img.png,"[""A tank with a water snake, but no fish next to it.""]"
/root/autodl-tmp/synthetic_visual_negation/positive/49508_img.png,["A dog park with an american bulldog next to a toddler."]
/root/autodl-tmp/synthetic_visual_negation/negative/49508_img.png,"[""A dog park with an american bulldog, but no toddler next to it.""]"
/root/autodl-tmp/synthetic_visual_negation/positive/36498_img.png,["a photo of an Affenpinscher sitting beside a cat."]
/root/autodl-tmp/synthetic_visual_negation/negative/36498_img.png,["a photo of an Affenpinscher shown alone with no cat beside it."]
/root/autodl-tmp/synthetic_visual_negation/positive/205599_img.png,["A kitchen counter with an apple beside a knife."]
/root/autodl-tmp/synthetic_visual_negation/negative/205599_img.png,"[""A kitchen counter with an apple, but no knife beside it.""]"
/root/autodl-tmp/synthetic_visual_negation/positive/217885_img.png,["A bathroom scene with a hair dryer next to a towel."]
/root/autodl-tmp/synthetic_visual_negation/negative/217885_img.png,"[""A bathroom scene with a hair dryer, but no towel next to it.""]"
/root/autodl-tmp/synthetic_visual_negation/positive/187077_img.png,["A car dealership with a Volkswagen Golf Hatchback 2012 car next to a Jaguar F-Type car."]
/root/autodl-tmp/synthetic_visual_negation/negative/187077_img.png,"[""A car dealership with a Volkswagen Golf Hatchback 2012 car, but no Jaguar F-Type car next to it.""]"
/root/autodl-tmp/synthetic_visual_negation/positive/225588_img.png,"[""A runway with a private jet on it, and a Falcon 2000 aircraft next to a Gulfstream G400 jet.""]"
/root/autodl-tmp/synthetic_visual_negation/negative/225588_img.png,"[""A runway with a private jet on it, and a Falcon 2000 aircraft, but without a Gulfstream G400 jet next to it.""]"
/root/autodl-tmp/synthetic_visual_negation/positive/166074_img.png,["A military facility with a missile beside a launcher."]
/root/autodl-tmp/synthetic_visual_negation/negative/166074_img.png,"[""A military facility with a missile, but no launcher beside it.""]"
/root/autodl-tmp/synthetic_visual_negation/positive/153516_img.png,["A savannah landscape with a mongoose beside a snake."]
/root/autodl-tmp/synthetic_visual_negation/negative/153516_img.png,"[""A savannah landscape with a mongoose, but there is no snake beside it.""]"
/root/autodl-tmp/synthetic_visual_negation/positive/96971_img.png,["A child's hand with a balloon beside a bunch of balloons."]
/root/autodl-tmp/synthetic_visual_negation/negative/96971_img.png,"[""A child's hand with a balloon, but no bunch of balloons beside it.""]"
/root/autodl-tmp/synthetic_visual_negation/positive/72552_img.png,["A forest trail with a Bouvier des Flandres dog beside a hiker."]
/root/autodl-tmp/synthetic_visual_negation/negative/72552_img.png,"[""A forest trail with a Bouvier des Flandres dog, but no hiker beside it.""]"
/root/autodl-tmp/synthetic_visual_negation/positive/153095_img.png,["A jungle scene with a monkey next to a snake."]
/root/autodl-tmp/synthetic_visual_negation/negative/153095_img.png,"[""A jungle scene with a monkey, but no snake next to it.""]"
/root/autodl-tmp/synthetic_visual_negation/positive/93315_img.png,["A desert scene with a rock beside a rattlesnake."]
/root/autodl-tmp/synthetic_visual_negation/negative/93315_img.png,"[""A desert scene with a rock, but no rattlesnake beside it.""]"
/root/autodl-tmp/synthetic_visual_negation/positive/215212_img.png,["An ocean scene with a whale next to a submarine."]
/root/autodl-tmp/synthetic_visual_negation/negative/215212_img.png,"[""An ocean scene with a whale, but no submarine next to it.""]"
/root/autodl-tmp/synthetic_visual_negation/positive/200687_img.png,["A hot air balloon festival with a balloon beside a basket."]
/root/autodl-tmp/synthetic_visual_negation/negative/200687_img.png,"[""A hot air balloon festival with a balloon, but no basket beside it.""]"
/root/autodl-tmp/synthetic_visual_negation/positive/61712_img.png,["A suburban street with a moving van beside a mailbox."]
/root/autodl-tmp/synthetic_visual_negation/negative/61712_img.png,"[""A suburban street with a moving van, but no mailbox beside it.""]"
/root/autodl-tmp/synthetic_visual_negation/positive/151054_img.png,["An underwater scene with a coral reef beside a turtle."]
/root/autodl-tmp/synthetic_visual_negation/negative/151054_img.png,"[""An underwater scene with a coral reef, but there is no turtle beside it.""]"
/root/autodl-tmp/synthetic_visual_negation/positive/113898_img.png,["A welder's workstation with a blowtorch next to a welding mask."]
/root/autodl-tmp/synthetic_visual_negation/negative/113898_img.png,"[""A welder's workstation with a blowtorch, but no welding mask next to it.""]"
