filepath,captions
/root/autodl-tmp/synthetic_visual_negation//root/autodl-tmp/positive/112733_img.png,["A crib with a baby pacifier beside a teddy bear."]
/root/autodl-tmp/synthetic_visual_negation//root/autodl-tmp/positive/214000_img.png,["A room with a radiator beside a thermostat."]
/root/autodl-tmp/synthetic_visual_negation//root/autodl-tmp/positive/165983_img.png,["A gourmet restaurant with tuna tartare beside a fork."]
/root/autodl-tmp/synthetic_visual_negation//root/autodl-tmp/positive/186598_img.png,["A chinese restaurant kitchen with a wok beside a chef."]
/root/autodl-tmp/synthetic_visual_negation//root/autodl-tmp/positive/12826_img.png,["A forest with a weasel beside a fox."]
/root/autodl-tmp/synthetic_visual_negation//root/autodl-tmp/positive/166094_img.png,["A photo of a Toy Poodle next to a German Shepherd."]
/root/autodl-tmp/synthetic_visual_negation//root/autodl-tmp/positive/238498_img.png,["A wedding scene with a celebrant beside a bride."]
/root/autodl-tmp/synthetic_visual_negation//root/autodl-tmp/positive/94851_img.png,["A lit casino with a slot machine next to a poker table."]
/root/autodl-tmp/synthetic_visual_negation//root/autodl-tmp/positive/116418_img.png,["A miniature garden overflowing with a tiger lily beside a sunflower."]
/root/autodl-tmp/synthetic_visual_negation//root/autodl-tmp/positive/235135_img.png,["A dog show with a Boston bull next to other dogs."]
/root/autodl-tmp/synthetic_visual_negation//root/autodl-tmp/positive/219913_img.png,["A dining table with a water jug next to a tablecloth."]
/root/autodl-tmp/synthetic_visual_negation//root/autodl-tmp/positive/220446_img.png,["A swimming pool scene with a bathing cap next to a pool float."]
/root/autodl-tmp/synthetic_visual_negation//root/autodl-tmp/positive/11439_img.png,["A space center launching pad with a space shuttle beside a rocket."]
/root/autodl-tmp/synthetic_visual_negation//root/autodl-tmp/positive/153868_img.png,["A grassland with a migratory quail next to a pond."]
/root/autodl-tmp/synthetic_visual_negation//root/autodl-tmp/positive/111294_img.png,["A natural habitat with a black-footed ferret beside a prairie dog."]
/root/autodl-tmp/synthetic_visual_negation//root/autodl-tmp/positive/85777_img.png,["A marine wildlife image of an eared seal beside a sea otter."]
/root/autodl-tmp/synthetic_visual_negation//root/autodl-tmp/positive/127956_img.png,["A park with a green peafowl standing next to a bench."]
/root/autodl-tmp/synthetic_visual_negation//root/autodl-tmp/positive/88079_img.png,["An underwater scene with a sea urchin next to a starfish."]
/root/autodl-tmp/synthetic_visual_negation//root/autodl-tmp/positive/165009_img.png,["A road scene with a Chevrolet Corvette Convertible 2012 car next to a bicycle."]
/root/autodl-tmp/synthetic_visual_negation//root/autodl-tmp/positive/94563_img.png,["A busy city street with a pedicab beside a bus."]
/root/autodl-tmp/synthetic_visual_negation//root/autodl-tmp/positive/86851_img.png,["A colorful Easter basket with a chocolate egg next to a stuffed rabbit."]
/root/autodl-tmp/synthetic_visual_negation//root/autodl-tmp/positive/152571_img.png,["A photo with hawksbill turtle swimming next to a diver."]
/root/autodl-tmp/synthetic_visual_negation//root/autodl-tmp/positive/9033_img.png,["A full Asian dinner spread with fried rice next to dumplings."]
/root/autodl-tmp/synthetic_visual_negation//root/autodl-tmp/positive/166879_img.png,["A garage with a convertible next to a car lift."]
/root/autodl-tmp/synthetic_visual_negation//root/autodl-tmp/positive/217334_img.png,["A riverbed with a terrapin beside a frog."]
/root/autodl-tmp/synthetic_visual_negation//root/autodl-tmp/positive/30059_img.png,["A photo of a gymnastic horizontal bar beside a gymnast."]
/root/autodl-tmp/synthetic_visual_negation//root/autodl-tmp/positive/209820_img.png,["A parking lot with a Cadillac Escalade EXT Crew Cab 2007 car next to an RV."]
/root/autodl-tmp/synthetic_visual_negation//root/autodl-tmp/positive/189215_img.png,["A hangar with an MD-90 aircraft beside a Boeing 737."]
/root/autodl-tmp/synthetic_visual_negation//root/autodl-tmp/positive/60803_img.png,["A fancy french restaurant table with foie gras next to a bottle of wine."]
/root/autodl-tmp/synthetic_visual_negation//root/autodl-tmp/positive/231953_img.png,["A terrarium with a smooth newt next to a snail."]
/root/autodl-tmp/synthetic_visual_negation//root/autodl-tmp/positive/80684_img.png,["A child holding ice cream next to a balloon."]
/root/autodl-tmp/synthetic_visual_negation//root/autodl-tmp/positive/66983_img.png,["A carnival with cotton candy next to a popcorn vendor."]
/root/autodl-tmp/synthetic_visual_negation//root/autodl-tmp/positive/181205_img.png,["A desert scene with a meerkat beside a snake."]
/root/autodl-tmp/synthetic_visual_negation//root/autodl-tmp/positive/223022_img.png,["An airport runway with SR-20 aircraft next to a helicopter."]
/root/autodl-tmp/synthetic_visual_negation//root/autodl-tmp/positive/240815_img.png,["A kitchen with a microwave oven placed next to a refrigerator."]
/root/autodl-tmp/synthetic_visual_negation//root/autodl-tmp/positive/157598_img.png,["A barn stall with hay next to a horse."]
/root/autodl-tmp/synthetic_visual_negation//root/autodl-tmp/positive/221503_img.png,["A dining room table setting with a chocolate mousse next to a cup of tea."]
/root/autodl-tmp/synthetic_visual_negation//root/autodl-tmp/positive/175959_img.png,["A backyard with a Dalmatian next to a fire hydrant."]
/root/autodl-tmp/synthetic_visual_negation//root/autodl-tmp/positive/53280_img.png,["A selfie of a person with a hair clip beside earrings."]
/root/autodl-tmp/synthetic_visual_negation//root/autodl-tmp/positive/70999_img.png,["A street corner with a ramp beside a staircase."]
/root/autodl-tmp/synthetic_visual_negation//root/autodl-tmp/positive/152786_img.png,["A tree with a luna moth beside a caterpillar."]
/root/autodl-tmp/synthetic_visual_negation//root/autodl-tmp/positive/54552_img.png,["A breakfast table with pancakes next to blueberries."]
/root/autodl-tmp/synthetic_visual_negation//root/autodl-tmp/positive/233815_img.png,["A stoop with a carved pumpkin next to a broom."]
/root/autodl-tmp/synthetic_visual_negation//root/autodl-tmp/positive/107665_img.png,["A teenager's room with a cassette player beside posters."]
/root/autodl-tmp/synthetic_visual_negation//root/autodl-tmp/positive/162118_img.png,["An Italian kitchen table with lasagna next to a glass of wine."]
/root/autodl-tmp/synthetic_visual_negation//root/autodl-tmp/positive/1247_img.png,["A garage workspace with a suction pump next to a workbench."]
/root/autodl-tmp/synthetic_visual_negation//root/autodl-tmp/positive/97107_img.png,["A dimly lit jazz club with an upright piano next to a saxophonist."]
/root/autodl-tmp/synthetic_visual_negation//root/autodl-tmp/positive/79445_img.png,["A construction site with a pneumatic drill beside a construction worker."]
/root/autodl-tmp/synthetic_visual_negation//root/autodl-tmp/positive/235261_img.png,["A bike shop with a mountain bike next to a helmet."]
/root/autodl-tmp/synthetic_visual_negation//root/autodl-tmp/positive/163632_img.png,["A desk with a digital watch beside a pencil."]
/root/autodl-tmp/synthetic_visual_negation//root/autodl-tmp/positive/111931_img.png,["A street scene with a smart fortwo Convertible 2012 car beside a bicycle."]
/root/autodl-tmp/synthetic_visual_negation//root/autodl-tmp/positive/134014_img.png,["A photo of a medieval knight next to a sword."]
/root/autodl-tmp/synthetic_visual_negation//root/autodl-tmp/positive/89815_img.png,["A bustling airport scene with a 737-200 aircraft beside a baggage cart."]
/root/autodl-tmp/synthetic_visual_negation//root/autodl-tmp/positive/103042_img.png,["An airport tarmac with a 767-300 aircraft next to a baggage cart."]
/root/autodl-tmp/synthetic_visual_negation//root/autodl-tmp/positive/42088_img.png,["A desert scene with a dune buggy next to a sand dune."]
/root/autodl-tmp/synthetic_visual_negation//root/autodl-tmp/positive/111361_img.png,["A cafe table with a greek salad next to a glass of white wine."]
/root/autodl-tmp/synthetic_visual_negation//root/autodl-tmp/positive/217151_img.png,["A photo of a chicken quesadilla next to a bowl of salsa."]
/root/autodl-tmp/synthetic_visual_negation//root/autodl-tmp/positive/84175_img.png,["A dressing table scene with face powder next to a makeup brush."]
/root/autodl-tmp/synthetic_visual_negation//root/autodl-tmp/positive/78951_img.png,["A table with a can of beans next to a can opener."]
/root/autodl-tmp/synthetic_visual_negation//root/autodl-tmp/positive/13507_img.png,["A store display window with clogs beside tights."]
/root/autodl-tmp/synthetic_visual_negation//root/autodl-tmp/positive/226696_img.png,["A busy cityscape with a high-speed train next to a helicopter."]
/root/autodl-tmp/synthetic_visual_negation//root/autodl-tmp/positive/28520_img.png,["A grocery store aisle with a carton of milk beside a loaf of bread."]
/root/autodl-tmp/synthetic_visual_negation//root/autodl-tmp/positive/161193_img.png,["An indoor scene with a window next to a wall."]
/root/autodl-tmp/synthetic_visual_negation//root/autodl-tmp/positive/205480_img.png,["An underwater coral reef with a sea slug beside a crab."]
/root/autodl-tmp/synthetic_visual_negation//root/autodl-tmp/positive/178539_img.png,["A landing strip with a 737-700 aircraft next to a 747-400 aircraft."]
/root/autodl-tmp/synthetic_visual_negation//root/autodl-tmp/positive/151389_img.png,["A bank with an automated teller machine next to a bench."]
/root/autodl-tmp/synthetic_visual_negation//root/autodl-tmp/positive/231632_img.png,["A greenhouse with a peony next to a watering can."]
/root/autodl-tmp/synthetic_visual_negation//root/autodl-tmp/positive/6657_img.png,["A painter's palette with a paintbrush beside a smock."]
/root/autodl-tmp/synthetic_visual_negation//root/autodl-tmp/positive/35056_img.png,["A park with a Border Terrier next to a leash."]
/root/autodl-tmp/synthetic_visual_negation//root/autodl-tmp/positive/76788_img.png,["A garden with a southern cabbage butterfly next to a flower."]
/root/autodl-tmp/synthetic_visual_negation//root/autodl-tmp/positive/181929_img.png,["A snowy mountain with a St. Bernard next to a skier."]
/root/autodl-tmp/synthetic_visual_negation//root/autodl-tmp/positive/101515_img.png,["A restaurant scene with a caesar salad beside a tall glass of iced tea."]
/root/autodl-tmp/synthetic_visual_negation//root/autodl-tmp/positive/54908_img.png,["A park with a West Highland White Terrier beside a ball."]
/root/autodl-tmp/synthetic_visual_negation//root/autodl-tmp/positive/65743_img.png,["A forest landscape with a jaguar beside a snake."]
/root/autodl-tmp/synthetic_visual_negation//root/autodl-tmp/positive/5825_img.png,["An oil field with a drilling rig beside a truck."]
/root/autodl-tmp/synthetic_visual_negation//root/autodl-tmp/positive/204421_img.png,["A junkyard with a tow truck beside a damaged car."]
/root/autodl-tmp/synthetic_visual_negation//root/autodl-tmp/positive/11600_img.png,["A street with a Tesla Model S Sedan 2012 car beside a bicycle."]
/root/autodl-tmp/synthetic_visual_negation//root/autodl-tmp/positive/79494_img.png,["A brewery with a barrel beside a beer tap."]
/root/autodl-tmp/synthetic_visual_negation//root/autodl-tmp/positive/9596_img.png,["A garage with a folding chair beside a ladder."]
/root/autodl-tmp/synthetic_visual_negation//root/autodl-tmp/positive/231359_img.png,["A snowy field with a snowmobile beside a skier."]
/root/autodl-tmp/synthetic_visual_negation//root/autodl-tmp/positive/247398_img.png,["A bustling casino with a slot machine beside a roulette table."]
/root/autodl-tmp/synthetic_visual_negation//root/autodl-tmp/positive/217918_img.png,["A gourmet restaurant table with beef carpaccio beside a glass of red wine."]
/root/autodl-tmp/synthetic_visual_negation//root/autodl-tmp/positive/169952_img.png,["A kitchen table with a pot pie next to a spoon."]
/root/autodl-tmp/synthetic_visual_negation//root/autodl-tmp/positive/245357_img.png,["A coral reef with a brain coral next to a sea anemone."]
/root/autodl-tmp/synthetic_visual_negation//root/autodl-tmp/positive/77077_img.png,["A Persian rug with a Persian cat next to a dog toy."]
/root/autodl-tmp/synthetic_visual_negation//root/autodl-tmp/positive/244972_img.png,["A garage scene with Mercedes-Benz E-Class Sedan 2012 car next to a motorcycle."]
/root/autodl-tmp/synthetic_visual_negation//root/autodl-tmp/positive/201060_img.png,["A garden with a European rabbit beside carrots."]
/root/autodl-tmp/synthetic_visual_negation//root/autodl-tmp/positive/171799_img.png,["A decorated room with an Egyptian Mau next to a vase."]
/root/autodl-tmp/synthetic_visual_negation//root/autodl-tmp/positive/132671_img.png,["A bird cage with a lorikeet beside a peach tree."]
/root/autodl-tmp/synthetic_visual_negation//root/autodl-tmp/positive/51251_img.png,["A parking lot with a Chevrolet TrailBlazer SS 2009 car next to a hybrid car."]
/root/autodl-tmp/synthetic_visual_negation//root/autodl-tmp/positive/114109_img.png,["A busy airport tarmac with a 737-400 aircraft next to a Boeing 747."]
/root/autodl-tmp/synthetic_visual_negation//root/autodl-tmp/positive/134438_img.png,["a photo of creme brulee served beside a tablespoon."]
/root/autodl-tmp/synthetic_visual_negation//root/autodl-tmp/positive/64813_img.png,["A scene of the high seas with a pirate ship beside a mermaid."]
/root/autodl-tmp/synthetic_visual_negation//root/autodl-tmp/positive/171466_img.png,["A backyard with a Staffordshire Bull Terrier beside a swing."]
/root/autodl-tmp/synthetic_visual_negation//root/autodl-tmp/positive/551_img.png,["A mannequin in a luxury clothing store with a sable coat next to a hat."]
/root/autodl-tmp/synthetic_visual_negation//root/autodl-tmp/positive/14806_img.png,["A landscape with oil rigs showing a drilling rig beside a crane."]
/root/autodl-tmp/synthetic_visual_negation//root/autodl-tmp/positive/29243_img.png,["A Chinese restaurant with a plate of chicken and rice next to a pair of chopsticks."]
/root/autodl-tmp/synthetic_visual_negation//root/autodl-tmp/positive/46299_img.png,["A lingerie store displaying a bra beside panties."]
/root/autodl-tmp/synthetic_visual_negation//root/autodl-tmp/positive/130461_img.png,["A playground with a basketball beside a hoop."]
/root/autodl-tmp/synthetic_visual_negation//root/autodl-tmp/positive/149837_img.png,["A cozy apartment interior with a tabby cat sleeping next to a knitting basket."]
/root/autodl-tmp/synthetic_visual_negation//root/autodl-tmp/positive/243636_img.png,["A brightly lit park where a Miniature Schnauzer plays next to a Frisbee."]
/root/autodl-tmp/synthetic_visual_negation//root/autodl-tmp/positive/6707_img.png,["A fireplace with a Persian cat next to a dog."]
/root/autodl-tmp/synthetic_visual_negation//root/autodl-tmp/positive/170678_img.png,["A desk with a quill next to an inkwell."]
/root/autodl-tmp/synthetic_visual_negation//root/autodl-tmp/positive/8808_img.png,["A glass terrarium with a kingsnake next to a bearded dragon."]
/root/autodl-tmp/synthetic_visual_negation//root/autodl-tmp/positive/110345_img.png,["A eucalyptus tree with a koala beside a joey."]
/root/autodl-tmp/synthetic_visual_negation//root/autodl-tmp/positive/209556_img.png,["A snowy winter street with a snowplow beside a fire hydrant."]
/root/autodl-tmp/synthetic_visual_negation//root/autodl-tmp/positive/79098_img.png,["An airport tarmac with a Cessna 208 aircraft next to a Boeing 747."]
/root/autodl-tmp/synthetic_visual_negation//root/autodl-tmp/positive/32577_img.png,["A showroom with a Saluki next to a Maine Coon."]
/root/autodl-tmp/synthetic_visual_negation//root/autodl-tmp/positive/201657_img.png,["A kitchen counter with a can of soup next to a spatula."]
/root/autodl-tmp/synthetic_visual_negation//root/autodl-tmp/positive/152001_img.png,["A dog show with a Saluki beside a Border collie."]
/root/autodl-tmp/synthetic_visual_negation//root/autodl-tmp/positive/1754_img.png,["A private airfield with a DR-400 aircraft beside a helicopter."]
/root/autodl-tmp/synthetic_visual_negation//root/autodl-tmp/positive/63339_img.png,["A safari scene with a cheetah next to a zebra."]
/root/autodl-tmp/synthetic_visual_negation//root/autodl-tmp/positive/240329_img.png,["A seafood restaurant with a spiny lobster beside a knife."]
/root/autodl-tmp/synthetic_visual_negation//root/autodl-tmp/positive/1400_img.png,["A colorful fruit bowl with a lemon next to a banana."]
/root/autodl-tmp/synthetic_visual_negation//root/autodl-tmp/positive/97483_img.png,["A vintage blues studio with a harmonica beside a microphone."]
/root/autodl-tmp/synthetic_visual_negation//root/autodl-tmp/positive/178175_img.png,["An Indian restaurant with a samosa next to a plate."]
/root/autodl-tmp/synthetic_visual_negation//root/autodl-tmp/positive/5265_img.png,["A playground with an Australian terrier next to a child."]
/root/autodl-tmp/synthetic_visual_negation//root/autodl-tmp/positive/191547_img.png,["A mountain trail scene with a ram next to sheep."]
/root/autodl-tmp/synthetic_visual_negation//root/autodl-tmp/positive/214430_img.png,["A table setting with clam chowder next to a sourdough bread bowl."]
/root/autodl-tmp/synthetic_visual_negation//root/autodl-tmp/positive/97800_img.png,["An Italian restaurant with bruschetta next to olive oil for dipping."]
/root/autodl-tmp/synthetic_visual_negation//root/autodl-tmp/positive/24125_img.png,["A restaurant table setting with beet salad beside tuna salad."]
/root/autodl-tmp/synthetic_visual_negation//root/autodl-tmp/positive/20054_img.png,["An aquarium with a coral reef next to a starfish."]
/root/autodl-tmp/synthetic_visual_negation//root/autodl-tmp/positive/15884_img.png,["A table with creme brulee beside a spoon."]
/root/autodl-tmp/synthetic_visual_negation//root/autodl-tmp/positive/134484_img.png,["A tank with a spiny lobster beside a jellyfish."]
/root/autodl-tmp/synthetic_visual_negation//root/autodl-tmp/positive/197154_img.png,"[""A tropical island in the distance, with a pirate ship docked next to a rowboat.""]"
/root/autodl-tmp/synthetic_visual_negation//root/autodl-tmp/positive/92325_img.png,["A grocery store parking lot with a black GMC Yukon Hybrid SUV 2012 next to a red pickup truck."]
/root/autodl-tmp/synthetic_visual_negation//root/autodl-tmp/positive/117624_img.png,["A gym with gymnastics equipment beside a mat."]
/root/autodl-tmp/synthetic_visual_negation//root/autodl-tmp/positive/32470_img.png,["A music studio with a microphone beside a set of drums."]
/root/autodl-tmp/synthetic_visual_negation//root/autodl-tmp/positive/34081_img.png,["A fish tank with a domestic carp swimming beside a snail."]
/root/autodl-tmp/synthetic_visual_negation//root/autodl-tmp/positive/224779_img.png,["A dimly lit room with a storage chest next to a candle."]
/root/autodl-tmp/synthetic_visual_negation//root/autodl-tmp/positive/6584_img.png,["A classroom with a projector next to a whiteboard."]
/root/autodl-tmp/synthetic_visual_negation//root/autodl-tmp/positive/44399_img.png,["A photo of a large boat beside a lighthouse on the breakwater."]
/root/autodl-tmp/synthetic_visual_negation//root/autodl-tmp/positive/165555_img.png,["A garage with an Audi R8 Coupe 2012 car beside a bike."]
/root/autodl-tmp/synthetic_visual_negation//root/autodl-tmp/positive/219797_img.png,["A savanna scene with a black rhinoceros next to a tree trunk."]
/root/autodl-tmp/synthetic_visual_negation//root/autodl-tmp/positive/93838_img.png,["A giant aquarium with an Atlantic bottlenose dolphin beside a sea turtle."]
/root/autodl-tmp/synthetic_visual_negation//root/autodl-tmp/positive/74567_img.png,["A locker room with a combination lock next to a backpack."]
/root/autodl-tmp/synthetic_visual_negation//root/autodl-tmp/positive/140799_img.png,["A sunny beach scene with an Ibizan Hound next to a surfer."]
/root/autodl-tmp/synthetic_visual_negation//root/autodl-tmp/positive/212274_img.png,["A jungle scene with a stick insect beside a leaf."]
/root/autodl-tmp/synthetic_visual_negation//root/autodl-tmp/positive/29355_img.png,["A dark shed containing a shovel beside a wheelbarrow."]
/root/autodl-tmp/synthetic_visual_negation//root/autodl-tmp/positive/218999_img.png,["A water pipe with a zebra mussel beside fish."]
/root/autodl-tmp/synthetic_visual_negation//root/autodl-tmp/positive/241504_img.png,["An African savanna scene with an impala (antelope) next to a zebra."]
/root/autodl-tmp/synthetic_visual_negation//root/autodl-tmp/positive/45541_img.png,["A forest with a warthog next to a giraffe."]
/root/autodl-tmp/synthetic_visual_negation//root/autodl-tmp/positive/244520_img.png,["An art studio with an orange dahlia beside a paintbrush."]
/root/autodl-tmp/synthetic_visual_negation//root/autodl-tmp/positive/193023_img.png,["A retro-style airfield with a DHC-1 aircraft next to a plane hangar."]
/root/autodl-tmp/synthetic_visual_negation//root/autodl-tmp/positive/154689_img.png,["A snowy forest displaying a snowshoe hare next to a pine tree."]
/root/autodl-tmp/synthetic_visual_negation//root/autodl-tmp/positive/238657_img.png,["A crowded beach with sunglasses beside a hat."]
/root/autodl-tmp/synthetic_visual_negation//root/autodl-tmp/positive/181820_img.png,["An antique furniture store with a tilt-top table next to a bench."]
/root/autodl-tmp/synthetic_visual_negation//root/autodl-tmp/positive/169793_img.png,["A crowded city street with a Ferrari 458 Italia Coupe 2012 car parked next to a bus."]
/root/autodl-tmp/synthetic_visual_negation//root/autodl-tmp/positive/124587_img.png,["An aquarium with a starfish next to a sea cucumber."]
/root/autodl-tmp/synthetic_visual_negation//root/autodl-tmp/positive/39682_img.png,["A dusty desert trail with a jeep beside a hiker."]
/root/autodl-tmp/synthetic_visual_negation//root/autodl-tmp/positive/195580_img.png,["a photo of a BMW M3 Coupe 2012 placed beside a parked truck."]
/root/autodl-tmp/synthetic_visual_negation//root/autodl-tmp/positive/107962_img.png,["A parking lot with a Chrysler Aspen SUV 2009 car beside a motorcycle."]
/root/autodl-tmp/synthetic_visual_negation//root/autodl-tmp/positive/185069_img.png,["An airport runway with an A310 aircraft beside a luggage cart."]
/root/autodl-tmp/synthetic_visual_negation//root/autodl-tmp/positive/151899_img.png,["A summer school class with a law student next to a medical student."]
/root/autodl-tmp/synthetic_visual_negation//root/autodl-tmp/positive/66323_img.png,["a photo of a padlock next to a chain."]
/root/autodl-tmp/synthetic_visual_negation//root/autodl-tmp/positive/168055_img.png,["A tarmac with a 737-300 aircraft beside a fire truck."]
/root/autodl-tmp/synthetic_visual_negation//root/autodl-tmp/positive/170318_img.png,["A park with a borzoi beside a doberman pinscher."]
/root/autodl-tmp/synthetic_visual_negation//root/autodl-tmp/positive/93871_img.png,["A kid's art table with a pipe cleaner beside a glue bottle."]
/root/autodl-tmp/synthetic_visual_negation//root/autodl-tmp/positive/97358_img.png,["A vintage country store interior with a wooden barrel beside an old wooden table."]
/root/autodl-tmp/synthetic_visual_negation//root/autodl-tmp/positive/153713_img.png,["An old courtyard with a sundial next to a statue."]
/root/autodl-tmp/synthetic_visual_negation//root/autodl-tmp/positive/151193_img.png,["A kitchen scene with a wooden spoon beside a whisk."]
/root/autodl-tmp/synthetic_visual_negation//root/autodl-tmp/positive/127684_img.png,["A busy city street with a motorcyclist beside a cyclist."]
/root/autodl-tmp/synthetic_visual_negation//root/autodl-tmp/positive/94723_img.png,["A suburban neighborhood with a duplex house next to a single family house."]
/root/autodl-tmp/synthetic_visual_negation//root/autodl-tmp/positive/114539_img.png,["A landscaped garden with an American oil palm beside a fountain."]
/root/autodl-tmp/synthetic_visual_negation//root/autodl-tmp/positive/190432_img.png,["A tropical rainforest scene with a tree frog next to a leaf."]
/root/autodl-tmp/synthetic_visual_negation//root/autodl-tmp/positive/204437_img.png,["A parking lot with a Audi A5 Coupe 2012 car beside a red convertible car."]
/root/autodl-tmp/synthetic_visual_negation//root/autodl-tmp/positive/102872_img.png,["a photo of a Black and Tan Coonhound standing next to some logs."]
/root/autodl-tmp/synthetic_visual_negation//root/autodl-tmp/positive/234361_img.png,["A muddy village road with a bullock cart next to a cow."]
/root/autodl-tmp/synthetic_visual_negation//root/autodl-tmp/positive/68616_img.png,["a woman's purse with a pocket comb next to a lipstick."]
/root/autodl-tmp/synthetic_visual_negation//root/autodl-tmp/positive/125898_img.png,["A living room scene with a hamper next to a couch."]
/root/autodl-tmp/synthetic_visual_negation//root/autodl-tmp/positive/78328_img.png,["An airstrip with a Eurofighter Typhoon aircraft beside a Humvee."]
/root/autodl-tmp/synthetic_visual_negation//root/autodl-tmp/positive/110856_img.png,["A car dealership lot depicts a Buick Verano Sedan 2012 car next to a salesperson assisting a customer."]
/root/autodl-tmp/synthetic_visual_negation//root/autodl-tmp/positive/183252_img.png,["An underwater scene with a starfish beside a sea cucumber."]
/root/autodl-tmp/synthetic_visual_negation//root/autodl-tmp/positive/4865_img.png,["A desk with a magnetic compass beside a map."]
/root/autodl-tmp/synthetic_visual_negation//root/autodl-tmp/positive/143052_img.png,["A fast food diner with a soft drink next to a hamburger."]
/root/autodl-tmp/synthetic_visual_negation//root/autodl-tmp/positive/105441_img.png,["A park scene with a borzoi beside a toddler."]
/root/autodl-tmp/synthetic_visual_negation//root/autodl-tmp/positive/155395_img.png,["A kitchen with a can opener beside a can of beans."]
/root/autodl-tmp/synthetic_visual_negation//root/autodl-tmp/positive/219280_img.png,["A forest floor with a smooth green snake beside a stick."]
/root/autodl-tmp/synthetic_visual_negation//root/autodl-tmp/positive/12218_img.png,["A photo of a gun next to a holster."]
/root/autodl-tmp/synthetic_visual_negation//root/autodl-tmp/positive/209634_img.png,["A tree trunk with a three-toed sloth beside a moth."]
/root/autodl-tmp/synthetic_visual_negation//root/autodl-tmp/positive/222191_img.png,["A street corner in a city with a steel drum beside a street musician."]
/root/autodl-tmp/synthetic_visual_negation//root/autodl-tmp/positive/238159_img.png,["A desert with an ostrich beside a cactus."]
/root/autodl-tmp/synthetic_visual_negation//root/autodl-tmp/positive/168678_img.png,["A ballet class with a leotard beside a ballerina shoe."]
/root/autodl-tmp/synthetic_visual_negation//root/autodl-tmp/positive/157152_img.png,["A table full of hardware materials with a metal nail beside a hammer."]
/root/autodl-tmp/synthetic_visual_negation//root/autodl-tmp/positive/119669_img.png,["A snow-filled day with a Samoyed beside a snowman."]
/root/autodl-tmp/synthetic_visual_negation//root/autodl-tmp/positive/19952_img.png,["a photo of a Bullmastiff beside a leash."]
/root/autodl-tmp/synthetic_visual_negation//root/autodl-tmp/positive/161050_img.png,["A park with an Irish Terrier next to a family playing frisbee."]
/root/autodl-tmp/synthetic_visual_negation//root/autodl-tmp/positive/100005_img.png,["A table setting with a pizza next to a soda."]
/root/autodl-tmp/synthetic_visual_negation//root/autodl-tmp/positive/176910_img.png,"[""A photo of a European woolly thistle, showing a yellow bee next to it.""]"
/root/autodl-tmp/synthetic_visual_negation//root/autodl-tmp/positive/97134_img.png,["A mountain range with a bezoar goat next to an ibex."]
/root/autodl-tmp/synthetic_visual_negation//root/autodl-tmp/positive/150225_img.png,["A living room with a Lhasa Apso beside a cat."]
/root/autodl-tmp/synthetic_visual_negation//root/autodl-tmp/positive/106387_img.png,["A lunch bag containing a water bottle next to an apple."]
/root/autodl-tmp/synthetic_visual_negation//root/autodl-tmp/positive/47268_img.png,["A park with an Airedale Terrier beside a stick."]
/root/autodl-tmp/synthetic_visual_negation//root/autodl-tmp/positive/222393_img.png,["A street with a local store next to a fire hydrant."]
/root/autodl-tmp/synthetic_visual_negation//root/autodl-tmp/positive/170089_img.png,["A woman's dresser with face powder beside a makeup brush."]
/root/autodl-tmp/synthetic_visual_negation//root/autodl-tmp/positive/173341_img.png,["A park scene with a nut tree next to a bench."]
/root/autodl-tmp/synthetic_visual_negation//root/autodl-tmp/positive/204923_img.png,["An office with a desk dictionary next to a laptop."]
/root/autodl-tmp/synthetic_visual_negation//root/autodl-tmp/positive/137018_img.png,["A Mediterranean food restaurant with a pita next to hummus."]
/root/autodl-tmp/synthetic_visual_negation//root/autodl-tmp/positive/200510_img.png,["A rustic farm with a Brittany dog beside a flock of chickens."]
/root/autodl-tmp/synthetic_visual_negation//root/autodl-tmp/positive/153426_img.png,["A bustling street with a bus next to a taxi."]
/root/autodl-tmp/synthetic_visual_negation//root/autodl-tmp/positive/155118_img.png,["A live music stage with a guitarist beside a drummer."]
/root/autodl-tmp/synthetic_visual_negation//root/autodl-tmp/positive/225898_img.png,["A military airfield with military aircraft beside a helicopter."]
/root/autodl-tmp/synthetic_visual_negation//root/autodl-tmp/positive/156465_img.png,["A city street scene with a traffic sign next to a street light."]
/root/autodl-tmp/synthetic_visual_negation//root/autodl-tmp/positive/188918_img.png,["An airport runway with a 737-200 aircraft next to a cargo plane."]
/root/autodl-tmp/synthetic_visual_negation//root/autodl-tmp/positive/216629_img.png,["A busy street with a trolleybus next to a bus stop."]
/root/autodl-tmp/synthetic_visual_negation//root/autodl-tmp/positive/109370_img.png,["An airplane hangar with an E-195 aircraft beside a Boeing 737."]
/root/autodl-tmp/synthetic_visual_negation//root/autodl-tmp/positive/137263_img.png,["An autumn table with butternut squash beside a knife."]
/root/autodl-tmp/synthetic_visual_negation//root/autodl-tmp/positive/152513_img.png,["A river bank with a swamp willow next to an egret."]
/root/autodl-tmp/synthetic_visual_negation//root/autodl-tmp/positive/45031_img.png,["A coffee shop with a plate of donuts next to a cup of coffee."]
/root/autodl-tmp/synthetic_visual_negation//root/autodl-tmp/positive/67122_img.png,["A seafood restaurant table with a spiny lobster next to a glass of white wine."]
/root/autodl-tmp/synthetic_visual_negation//root/autodl-tmp/positive/66644_img.png,["A garden with a fire lily beside a dragonfly."]
